jhave@jhave-Ubuntu:~$ cd Documents/
jhave@jhave-Ubuntu:~/Documents$ cd Github/gpt-2-finetuning/
jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ source activate tf1p13_gpt-2
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL+tmblr.txt --out_npz ALL+tmblr.txt.npz
Reading files
0it [00:00, ?it/s]
Writing ALL+tmblr.txt.npz
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat March-2018_SOURCES/* > ALL_tmblr.txt
cat: 'March-2018_SOURCES/*': No such file or directory
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ cat DATA/March-2018_SOURCES/* > ALL_tmblr.txt
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./encode.py --in_text ALL_tmblr.txt --out_npz ALL_tmblr.txt.npz
Reading files
100%|█████████████████████████████████████████████| 1/1 [00:29<00:00, 29.26s/it]
(tf1p13_gpt-2) jhave@jhave-Ubuntu:~/Documents/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_size 1 --save_every 10000 --sample_every 1000nts/Github/gpt-2-finetuning$ PYTHONPATH=src ./train.py --dataset ALL_tmblr.txt.npz --batch_siz2019-05-06 19:03:09.346869: I tensorflow/core/platform/cpu_feature_guard.cc:141] Your CPU supports instructions that this TensorFlow binary was not compiled to use: SSE4.1 SSE4.2 AVX AVX2 FMA
2019-05-06 19:03:09.384428: I tensorflow/core/platform/profile_utils/cpu_utils.cc:94] CPU Frequency: 3408000000 Hz
2019-05-06 19:03:09.385802: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bed5021d0 executing computations on platform Host. Devices:
2019-05-06 19:03:09.385902: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): <undefined>, <undefined>
2019-05-06 19:03:09.490179: I tensorflow/stream_executor/cuda/cuda_gpu_executor.cc:998] successful NUMA node read from SysFS had negative value (-1), but there must be at least one NUMA node, so returning NUMA node zero
2019-05-06 19:03:09.491347: I tensorflow/compiler/xla/service/service.cc:150] XLA service 0x555bee2cd520 executing computations on platform CUDA. Devices:
2019-05-06 19:03:09.491379: I tensorflow/compiler/xla/service/service.cc:158]   StreamExecutor device (0): GeForce GTX TITAN X, Compute Capability 5.2
2019-05-06 19:03:09.492080: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1433] Found device 0 with properties: 
name: GeForce GTX TITAN X major: 5 minor: 2 memoryClockRate(GHz): 1.076
pciBusID: 0000:01:00.0
totalMemory: 11.92GiB freeMemory: 11.65GiB
2019-05-06 19:03:09.492106: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1512] Adding visible gpu devices: 0
2019-05-06 19:03:09.494371: I tensorflow/core/common_runtime/gpu/gpu_device.cc:984] Device interconnect StreamExecutor with strength 1 edge matrix:
2019-05-06 19:03:09.494400: I tensorflow/core/common_runtime/gpu/gpu_device.cc:990]      0 
2019-05-06 19:03:09.494410: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1003] 0:   N 
2019-05-06 19:03:09.495072: I tensorflow/core/common_runtime/gpu/gpu_device.cc:1115] Created TensorFlow device (/job:localhost/replica:0/task:0/device:GPU:0 with 11333 MB memory) -> physical GPU (device: 0, name: GeForce GTX TITAN X, pci bus id: 0000:01:00.0, compute capability: 5.2)
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/framework/op_def_library.py:263: colocate_with (from tensorflow.python.framework.ops) is deprecated and will be removed in a future version.
Instructions for updating:
Colocations handled automatically by placer.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:51: to_float (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/Documents/Github/gpt-2-finetuning/src/sample.py:53: multinomial (from tensorflow.python.ops.random_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.random.categorical instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_ops.py:3066: to_int32 (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Use tf.cast instead.
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/ops/math_grad.py:102: div (from tensorflow.python.ops.math_ops) is deprecated and will be removed in a future version.
Instructions for updating:
Deprecated in favor of operator or tf.math.divide.
Loading checkpoint checkpoint/run1/model-20302
WARNING:tensorflow:From /home/jhave/anaconda3/envs/tf1p13_gpt-2/lib/python3.6/site-packages/tensorflow/python/training/saver.py:1266: checkpoint_exists (from tensorflow.python.training.checkpoint_management) is deprecated and will be removed in a future version.
Instructions for updating:
Use standard file APIs to check for files with this prefix.
Loading dataset...
100%|█████████████████████████████████████████████████████████████████████████████████████████████████████| 1/1 [00:00<00:00,  5.48it/s]
dataset has 7806061 tokens
Training...
2019-05-06 19:03:43.906984: I tensorflow/stream_executor/dso_loader.cc:152] successfully opened CUDA library libcublas.so.10.0 locally
[20303 | 7.52] loss=5.30 avg=5.30
[39251 | 29621.16] loss=1.30 avg=1.46
[39252 | 29622.71] loss=1.73 avg=1.46
[39253 | 29624.25] loss=4.01 avg=1.49
[39254 | 29625.80] loss=0.47 avg=1.48
[39255 | 29627.35] loss=0.17 avg=1.46
[39256 | 29628.89] loss=0.28 avg=1.45
[39257 | 29630.44] loss=1.52 avg=1.45
[39258 | 29631.98] loss=0.26 avg=1.44
[39259 | 29633.53] loss=0.09 avg=1.43
[39260 | 29635.08] loss=2.97 avg=1.44
[39261 | 29636.62] loss=0.86 avg=1.44
[39262 | 29638.17] loss=1.63 avg=1.44
[39263 | 29639.71] loss=3.66 avg=1.46
[39264 | 29641.26] loss=0.62 avg=1.45
[39265 | 29642.80] loss=0.31 avg=1.44
[39266 | 29644.35] loss=0.66 avg=1.43
[39267 | 29645.89] loss=0.81 avg=1.43
[39268 | 29647.44] loss=0.07 avg=1.41
[39269 | 29648.98] loss=0.99 avg=1.41
[39270 | 29650.53] loss=3.66 avg=1.43
[39271 | 29652.07] loss=3.64 avg=1.45
[39272 | 29653.62] loss=0.80 avg=1.45
[39273 | 29655.16] loss=1.60 avg=1.45
[39274 | 29656.71] loss=0.56 avg=1.44
[39275 | 29658.26] loss=0.65 avg=1.43
[39276 | 29659.80] loss=0.10 avg=1.42
[39277 | 29661.35] loss=1.27 avg=1.42
[39278 | 29662.89] loss=2.64 avg=1.43
[39279 | 29664.44] loss=2.04 avg=1.43
[39280 | 29665.99] loss=1.74 avg=1.44
[39281 | 29667.53] loss=0.20 avg=1.43
[39282 | 29669.08] loss=2.65 avg=1.44
[39283 | 29670.63] loss=0.98 avg=1.43
[39284 | 29672.18] loss=1.62 avg=1.44
[39285 | 29673.73] loss=0.25 avg=1.42
[39286 | 29675.27] loss=0.34 avg=1.41
[39287 | 29676.82] loss=1.99 avg=1.42
[39288 | 29678.35] loss=1.95 avg=1.42
[39289 | 29679.90] loss=2.34 avg=1.43
[39290 | 29681.45] loss=1.66 avg=1.43
[39291 | 29682.99] loss=0.18 avg=1.42
[39292 | 29684.54] loss=1.05 avg=1.42
[39293 | 29686.09] loss=2.93 avg=1.43
[39294 | 29687.64] loss=2.14 avg=1.44
[39295 | 29689.19] loss=0.31 avg=1.43
[39296 | 29690.73] loss=2.22 avg=1.44
[39297 | 29692.27] loss=2.89 avg=1.45
[39298 | 29693.82] loss=1.53 avg=1.45
[39299 | 29695.36] loss=0.15 avg=1.44
[39300 | 29696.91] loss=0.25 avg=1.43
[39301 | 29698.46] loss=4.27 avg=1.46
[39302 | 29700.00] loss=0.88 avg=1.45
[39303 | 29701.55] loss=0.50 avg=1.44
[39304 | 29703.10] loss=3.69 avg=1.46
[39305 | 29704.64] loss=2.78 avg=1.48
[39306 | 29706.19] loss=2.46 avg=1.49
[39307 | 29707.73] loss=0.11 avg=1.47
[39308 | 29709.28] loss=0.35 avg=1.46
[39309 | 29710.83] loss=0.15 avg=1.45
[39310 | 29712.36] loss=0.26 avg=1.44
[39311 | 29713.91] loss=2.16 avg=1.44
[39312 | 29715.46] loss=0.51 avg=1.43
[39313 | 29717.01] loss=3.17 avg=1.45
[39314 | 29718.55] loss=2.42 avg=1.46
[39315 | 29720.10] loss=2.30 avg=1.47
[39316 | 29721.64] loss=3.62 avg=1.49
[39317 | 29723.19] loss=3.55 avg=1.51
[39318 | 29724.73] loss=1.37 avg=1.51
[39319 | 29726.28] loss=0.18 avg=1.50
[39320 | 29727.82] loss=2.79 avg=1.51
[39321 | 29729.36] loss=0.21 avg=1.50
[39322 | 29730.90] loss=0.49 avg=1.49
[39323 | 29732.44] loss=1.05 avg=1.48
[39324 | 29733.99] loss=1.55 avg=1.48
[39325 | 29735.54] loss=0.87 avg=1.48
[39326 | 29737.09] loss=0.20 avg=1.46
[39327 | 29738.63] loss=2.38 avg=1.47
[39328 | 29740.18] loss=2.10 avg=1.48
[39329 | 29741.72] loss=0.43 avg=1.47
[39330 | 29743.27] loss=0.18 avg=1.46
[39331 | 29744.82] loss=3.72 avg=1.48
[39332 | 29746.35] loss=1.86 avg=1.48
[39333 | 29747.90] loss=2.72 avg=1.50
[39334 | 29749.44] loss=2.72 avg=1.51
[39335 | 29750.99] loss=2.94 avg=1.52
[39336 | 29752.54] loss=2.01 avg=1.53
[39337 | 29754.09] loss=1.99 avg=1.53
[39338 | 29755.63] loss=0.44 avg=1.52
[39339 | 29757.18] loss=0.11 avg=1.51
[39340 | 29758.72] loss=2.17 avg=1.51
[39341 | 29760.26] loss=0.18 avg=1.50
[39342 | 29761.81] loss=0.80 avg=1.49
[39343 | 29763.35] loss=2.77 avg=1.51
[39344 | 29764.90] loss=2.48 avg=1.51
[39345 | 29766.44] loss=1.81 avg=1.52
[39346 | 29767.99] loss=0.87 avg=1.51
[39347 | 29769.54] loss=0.79 avg=1.50
[39348 | 29771.08] loss=1.33 avg=1.50
[39349 | 29772.62] loss=1.61 avg=1.50
[39350 | 29774.17] loss=0.10 avg=1.49
[39351 | 29775.71] loss=0.71 avg=1.48
[39352 | 29777.26] loss=1.35 avg=1.48
[39353 | 29778.80] loss=3.30 avg=1.50
[39354 | 29780.35] loss=0.24 avg=1.49
[39355 | 29781.89] loss=0.33 avg=1.47
[39356 | 29783.44] loss=2.86 avg=1.49
[39357 | 29784.98] loss=1.36 avg=1.49
[39358 | 29786.53] loss=0.24 avg=1.47
[39359 | 29788.08] loss=1.53 avg=1.47
[39360 | 29789.62] loss=0.73 avg=1.47
[39361 | 29791.17] loss=1.78 avg=1.47
[39362 | 29792.71] loss=0.14 avg=1.46
[39363 | 29794.25] loss=0.58 avg=1.45
[39364 | 29795.80] loss=0.67 avg=1.44
[39365 | 29797.34] loss=2.47 avg=1.45
[39366 | 29798.89] loss=1.40 avg=1.45
[39367 | 29800.43] loss=0.71 avg=1.44
[39368 | 29801.98] loss=1.14 avg=1.44
[39369 | 29803.53] loss=2.92 avg=1.46
[39370 | 29805.07] loss=0.13 avg=1.44
[39371 | 29806.62] loss=0.22 avg=1.43
[39372 | 29808.16] loss=1.39 avg=1.43
[39373 | 29809.71] loss=0.65 avg=1.42
[39374 | 29811.25] loss=0.23 avg=1.41
[39375 | 29812.79] loss=0.20 avg=1.40
[39376 | 29814.33] loss=1.71 avg=1.40
[39377 | 29815.88] loss=2.03 avg=1.41
[39378 | 29817.43] loss=1.23 avg=1.40
[39379 | 29818.97] loss=2.23 avg=1.41
[39380 | 29820.51] loss=0.42 avg=1.40
[39381 | 29822.05] loss=2.30 avg=1.41
[39382 | 29823.60] loss=2.53 avg=1.42
[39383 | 29825.14] loss=0.43 avg=1.41
[39384 | 29826.68] loss=0.74 avg=1.41
[39385 | 29828.23] loss=0.24 avg=1.40
[39386 | 29829.77] loss=0.37 avg=1.38
[39387 | 29831.32] loss=1.23 avg=1.38
[39388 | 29832.87] loss=1.51 avg=1.38
[39389 | 29834.41] loss=0.18 avg=1.37
[39390 | 29835.96] loss=0.96 avg=1.37
[39391 | 29837.50] loss=2.29 avg=1.38
[39392 | 29839.04] loss=0.41 avg=1.37
[39393 | 29840.59] loss=0.09 avg=1.36
[39394 | 29842.13] loss=0.51 avg=1.35
[39395 | 29843.68] loss=3.16 avg=1.36
[39396 | 29845.23] loss=2.37 avg=1.37
[39397 | 29846.78] loss=2.74 avg=1.39
[39398 | 29848.32] loss=0.81 avg=1.38
[39399 | 29849.87] loss=0.67 avg=1.38
[39400 | 29851.41] loss=1.41 avg=1.38
[39401 | 29852.96] loss=0.48 avg=1.37
[39402 | 29854.50] loss=2.23 avg=1.38
[39403 | 29856.04] loss=3.00 avg=1.39
[39404 | 29857.58] loss=2.20 avg=1.40
[39405 | 29859.13] loss=3.62 avg=1.42
[39406 | 29860.68] loss=0.55 avg=1.41
[39407 | 29862.21] loss=0.46 avg=1.40
[39408 | 29863.76] loss=2.48 avg=1.41
[39409 | 29865.30] loss=2.16 avg=1.42
[39410 | 29866.84] loss=0.30 avg=1.41
[39411 | 29868.38] loss=2.05 avg=1.42
[39412 | 29869.92] loss=0.49 avg=1.41
[39413 | 29871.46] loss=1.30 avg=1.41
[39414 | 29873.01] loss=1.59 avg=1.41
[39415 | 29874.56] loss=0.41 avg=1.40
[39416 | 29876.10] loss=1.84 avg=1.40
[39417 | 29877.65] loss=2.22 avg=1.41
[39418 | 29879.19] loss=0.70 avg=1.40
[39419 | 29880.73] loss=0.19 avg=1.39
[39420 | 29882.27] loss=0.24 avg=1.38
[39421 | 29883.82] loss=0.16 avg=1.37
[39422 | 29885.36] loss=2.01 avg=1.37
[39423 | 29886.89] loss=1.78 avg=1.38
[39424 | 29888.43] loss=2.87 avg=1.39
[39425 | 29889.98] loss=2.09 avg=1.40
[39426 | 29891.52] loss=1.58 avg=1.40
[39427 | 29893.06] loss=3.18 avg=1.42
[39428 | 29894.60] loss=0.24 avg=1.41
[39429 | 29896.14] loss=2.75 avg=1.42
[39430 | 29897.69] loss=1.90 avg=1.43
[39431 | 29899.23] loss=1.16 avg=1.42
[39432 | 29900.78] loss=1.48 avg=1.42
[39433 | 29902.32] loss=2.35 avg=1.43
[39434 | 29903.86] loss=2.82 avg=1.45
[39435 | 29905.41] loss=0.72 avg=1.44
[39436 | 29906.95] loss=0.23 avg=1.43
[39437 | 29908.50] loss=4.66 avg=1.46
[39438 | 29910.04] loss=1.92 avg=1.47
[39439 | 29911.59] loss=1.49 avg=1.47
[39440 | 29913.13] loss=3.76 avg=1.49
[39441 | 29914.67] loss=2.62 avg=1.50
[39442 | 29916.22] loss=1.27 avg=1.50
[39443 | 29917.76] loss=1.97 avg=1.50
[39444 | 29919.30] loss=0.36 avg=1.49
[39445 | 29920.84] loss=0.23 avg=1.48
[39446 | 29922.39] loss=3.04 avg=1.49
[39447 | 29923.93] loss=2.22 avg=1.50
[39448 | 29925.48] loss=2.16 avg=1.51
[39449 | 29927.03] loss=0.49 avg=1.50
[39450 | 29928.57] loss=1.55 avg=1.50
[39451 | 29930.12] loss=0.88 avg=1.49
[39452 | 29931.67] loss=2.17 avg=1.50
[39453 | 29933.21] loss=0.29 avg=1.49
[39454 | 29934.76] loss=0.63 avg=1.48
[39455 | 29936.30] loss=0.85 avg=1.47
[39456 | 29937.85] loss=0.68 avg=1.46
[39457 | 29939.38] loss=0.32 avg=1.45
[39458 | 29940.93] loss=1.93 avg=1.46
[39459 | 29942.47] loss=0.13 avg=1.44
[39460 | 29944.02] loss=1.32 avg=1.44
[39461 | 29945.57] loss=0.14 avg=1.43
[39462 | 29947.11] loss=0.89 avg=1.42
[39463 | 29948.65] loss=2.99 avg=1.44
[39464 | 29950.20] loss=4.35 avg=1.47
[39465 | 29951.74] loss=0.83 avg=1.46
[39466 | 29953.29] loss=2.95 avg=1.48
[39467 | 29954.84] loss=0.37 avg=1.47
[39468 | 29956.38] loss=0.39 avg=1.46
[39469 | 29957.93] loss=2.91 avg=1.47
[39470 | 29959.47] loss=1.43 avg=1.47
[39471 | 29961.02] loss=1.03 avg=1.47
[39472 | 29962.56] loss=0.20 avg=1.45
[39473 | 29964.11] loss=1.23 avg=1.45
[39474 | 29965.66] loss=0.59 avg=1.44
[39475 | 29967.20] loss=0.32 avg=1.43
[39476 | 29968.74] loss=2.73 avg=1.44
[39477 | 29970.29] loss=2.85 avg=1.46
[39478 | 29971.83] loss=1.66 avg=1.46
[39479 | 29973.37] loss=2.73 avg=1.47
[39480 | 29974.92] loss=0.23 avg=1.46
[39481 | 29976.46] loss=0.18 avg=1.45
[39482 | 29978.01] loss=3.50 avg=1.47
[39483 | 29979.55] loss=0.45 avg=1.46
[39484 | 29981.10] loss=0.15 avg=1.44
[39485 | 29982.65] loss=1.77 avg=1.45
[39486 | 29984.19] loss=0.24 avg=1.44
[39487 | 29985.73] loss=0.12 avg=1.42
[39488 | 29987.28] loss=1.71 avg=1.43
[39489 | 29988.82] loss=0.12 avg=1.41
[39490 | 29990.36] loss=2.50 avg=1.42
[39491 | 29991.91] loss=2.84 avg=1.44
[39492 | 29993.45] loss=0.20 avg=1.43
[39493 | 29995.00] loss=0.86 avg=1.42
[39494 | 29996.54] loss=3.32 avg=1.44
[39495 | 29998.09] loss=1.94 avg=1.44
[39496 | 29999.63] loss=0.60 avg=1.44
[39497 | 30001.18] loss=0.19 avg=1.42
[39498 | 30002.73] loss=2.59 avg=1.43
[39499 | 30004.27] loss=2.76 avg=1.45
[39500 | 30005.82] loss=0.24 avg=1.44
[39501 | 30007.36] loss=2.38 avg=1.45
[39502 | 30008.90] loss=3.20 avg=1.46
[39503 | 30010.45] loss=0.82 avg=1.46
[39504 | 30011.99] loss=0.27 avg=1.44
[39505 | 30013.54] loss=0.17 avg=1.43
[39506 | 30015.08] loss=0.46 avg=1.42
[39507 | 30016.64] loss=0.58 avg=1.41
[39508 | 30018.19] loss=3.32 avg=1.43
[39509 | 30019.73] loss=2.15 avg=1.44
[39510 | 30021.28] loss=0.32 avg=1.43
[39511 | 30022.83] loss=3.42 avg=1.45
[39512 | 30024.37] loss=1.61 avg=1.45
[39513 | 30025.91] loss=0.68 avg=1.44
[39514 | 30027.45] loss=2.24 avg=1.45
[39515 | 30029.00] loss=0.14 avg=1.44
[39516 | 30030.55] loss=0.22 avg=1.42
[39517 | 30032.10] loss=1.19 avg=1.42
[39518 | 30033.65] loss=3.28 avg=1.44
[39519 | 30035.19] loss=0.15 avg=1.43
[39520 | 30036.74] loss=2.39 avg=1.44
[39521 | 30038.29] loss=3.79 avg=1.46
[39522 | 30039.84] loss=0.80 avg=1.45
[39523 | 30041.38] loss=2.00 avg=1.46
[39524 | 30042.92] loss=1.51 avg=1.46
[39525 | 30044.47] loss=3.14 avg=1.48
[39526 | 30046.02] loss=0.17 avg=1.46
[39527 | 30047.56] loss=2.42 avg=1.47
[39528 | 30049.11] loss=1.86 avg=1.48
[39529 | 30050.66] loss=2.05 avg=1.48
[39530 | 30052.21] loss=1.43 avg=1.48
[39531 | 30053.75] loss=2.03 avg=1.49
[39532 | 30055.30] loss=2.46 avg=1.50
[39533 | 30056.85] loss=0.27 avg=1.49
[39534 | 30058.38] loss=3.51 avg=1.51
[39535 | 30059.93] loss=1.82 avg=1.51
[39536 | 30061.48] loss=0.44 avg=1.50
[39537 | 30063.02] loss=2.12 avg=1.51
[39538 | 30064.57] loss=0.33 avg=1.49
[39539 | 30066.11] loss=1.88 avg=1.50
[39540 | 30067.66] loss=1.09 avg=1.49
[39541 | 30069.20] loss=0.62 avg=1.48
[39542 | 30070.75] loss=2.98 avg=1.50
[39543 | 30072.29] loss=0.20 avg=1.49
[39544 | 30073.84] loss=1.73 avg=1.49
[39545 | 30075.38] loss=3.30 avg=1.51
[39546 | 30076.93] loss=2.72 avg=1.52
[39547 | 30078.48] loss=1.60 avg=1.52
[39548 | 30080.02] loss=0.62 avg=1.51
[39549 | 30081.57] loss=0.23 avg=1.50
[39550 | 30083.11] loss=0.25 avg=1.49
[39551 | 30084.66] loss=0.14 avg=1.47
[39552 | 30086.20] loss=2.27 avg=1.48
[39553 | 30087.75] loss=1.66 avg=1.48
[39554 | 30089.30] loss=0.71 avg=1.47
[39555 | 30090.84] loss=0.51 avg=1.46
[39556 | 30092.39] loss=2.11 avg=1.47
[39557 | 30093.93] loss=0.39 avg=1.46
[39558 | 30095.48] loss=0.33 avg=1.45
[39559 | 30097.03] loss=2.18 avg=1.46
[39560 | 30098.58] loss=0.27 avg=1.44
[39561 | 30100.12] loss=0.98 avg=1.44
[39562 | 30101.67] loss=2.33 avg=1.45
[39563 | 30103.21] loss=0.41 avg=1.44
[39564 | 30104.76] loss=1.71 avg=1.44
[39565 | 30106.30] loss=1.87 avg=1.45
[39566 | 30107.85] loss=0.87 avg=1.44
[39567 | 30109.39] loss=1.17 avg=1.44
[39568 | 30110.93] loss=0.29 avg=1.43
[39569 | 30112.48] loss=0.18 avg=1.41
[39570 | 30114.03] loss=3.68 avg=1.44
[39571 | 30115.57] loss=0.78 avg=1.43
[39572 | 30117.11] loss=0.40 avg=1.42
[39573 | 30118.66] loss=1.85 avg=1.42
[39574 | 30120.20] loss=0.46 avg=1.41
[39575 | 30121.75] loss=0.52 avg=1.40
[39576 | 30123.30] loss=0.35 avg=1.39
[39577 | 30124.85] loss=0.78 avg=1.39
[39578 | 30126.39] loss=0.21 avg=1.38
[39579 | 30127.94] loss=0.41 avg=1.37
[39580 | 30129.48] loss=1.50 avg=1.37
[39581 | 30131.03] loss=0.16 avg=1.36
[39582 | 30132.58] loss=0.89 avg=1.35
[39583 | 30134.13] loss=2.14 avg=1.36
[39584 | 30135.67] loss=0.21 avg=1.35
[39585 | 30137.22] loss=4.26 avg=1.38
[39586 | 30138.77] loss=1.38 avg=1.38
[39587 | 30140.32] loss=2.26 avg=1.39
[39588 | 30141.86] loss=0.22 avg=1.37
[39589 | 30143.40] loss=0.40 avg=1.36
[39590 | 30144.95] loss=0.90 avg=1.36
[39591 | 30146.50] loss=2.23 avg=1.37
[39592 | 30148.05] loss=0.87 avg=1.36
[39593 | 30149.60] loss=0.98 avg=1.36
[39594 | 30151.14] loss=3.65 avg=1.38
[39595 | 30152.69] loss=1.99 avg=1.39
[39596 | 30154.23] loss=2.00 avg=1.39
[39597 | 30155.78] loss=0.49 avg=1.39
[39598 | 30157.33] loss=1.49 avg=1.39
[39599 | 30158.87] loss=0.51 avg=1.38
[39600 | 30160.42] loss=0.17 avg=1.37
[39601 | 30161.97] loss=1.78 avg=1.37
[39602 | 30163.51] loss=1.01 avg=1.37
[39603 | 30165.06] loss=1.16 avg=1.36
[39604 | 30166.60] loss=1.26 avg=1.36
[39605 | 30168.15] loss=0.93 avg=1.36
[39606 | 30169.69] loss=2.83 avg=1.37
[39607 | 30171.23] loss=0.71 avg=1.37
[39608 | 30172.77] loss=2.68 avg=1.38
[39609 | 30174.31] loss=3.47 avg=1.40
[39610 | 30175.86] loss=3.59 avg=1.42
[39611 | 30177.41] loss=3.56 avg=1.44
[39612 | 30178.95] loss=3.52 avg=1.46
[39613 | 30180.49] loss=0.41 avg=1.45
[39614 | 30182.04] loss=1.29 avg=1.45
[39615 | 30183.58] loss=2.60 avg=1.46
[39616 | 30185.13] loss=1.49 avg=1.46
[39617 | 30186.68] loss=1.78 avg=1.47
[39618 | 30188.22] loss=0.30 avg=1.46
[39619 | 30189.77] loss=1.24 avg=1.45
[39620 | 30191.31] loss=1.68 avg=1.46
[39621 | 30192.85] loss=2.56 avg=1.47
[39622 | 30194.40] loss=0.21 avg=1.45
[39623 | 30195.94] loss=0.19 avg=1.44
[39624 | 30197.49] loss=2.10 avg=1.45
[39625 | 30199.04] loss=3.77 avg=1.47
[39626 | 30200.58] loss=0.80 avg=1.46
[39627 | 30202.13] loss=0.28 avg=1.45
[39628 | 30203.68] loss=0.19 avg=1.44
[39629 | 30205.22] loss=2.37 avg=1.45
[39630 | 30206.77] loss=0.51 avg=1.44
[39631 | 30208.32] loss=0.14 avg=1.43
[39632 | 30209.86] loss=1.91 avg=1.43
[39633 | 30211.41] loss=0.15 avg=1.42
[39634 | 30212.95] loss=1.81 avg=1.42
[39635 | 30214.50] loss=0.78 avg=1.42
[39636 | 30216.05] loss=0.46 avg=1.41
[39637 | 30217.60] loss=1.21 avg=1.41
[39638 | 30219.15] loss=0.26 avg=1.39
[39639 | 30220.70] loss=1.86 avg=1.40
[39640 | 30222.24] loss=1.18 avg=1.40
[39641 | 30223.79] loss=1.36 avg=1.40
[39642 | 30225.33] loss=0.19 avg=1.38
[39643 | 30226.88] loss=0.17 avg=1.37
[39644 | 30228.42] loss=0.34 avg=1.36
[39645 | 30229.97] loss=2.49 avg=1.37
[39646 | 30231.52] loss=3.52 avg=1.39
[39647 | 30233.07] loss=2.60 avg=1.41
[39648 | 30234.62] loss=0.97 avg=1.40
[39649 | 30236.17] loss=1.28 avg=1.40
[39650 | 30237.71] loss=2.33 avg=1.41
[39651 | 30239.25] loss=1.37 avg=1.41
[39652 | 30240.80] loss=0.67 avg=1.40
[39653 | 30242.34] loss=1.67 avg=1.40
[39654 | 30243.89] loss=0.20 avg=1.39
[39655 | 30245.43] loss=2.34 avg=1.40
[39656 | 30246.97] loss=0.30 avg=1.39
[39657 | 30248.52] loss=2.96 avg=1.41
[39658 | 30250.06] loss=0.14 avg=1.39
[39659 | 30251.61] loss=2.07 avg=1.40
[39660 | 30253.16] loss=2.88 avg=1.42
[39661 | 30254.71] loss=2.20 avg=1.42
[39662 | 30256.26] loss=2.10 avg=1.43
[39663 | 30257.80] loss=1.92 avg=1.44
[39664 | 30259.34] loss=1.68 avg=1.44
[39665 | 30260.89] loss=1.07 avg=1.43
[39666 | 30262.43] loss=0.14 avg=1.42
[39667 | 30263.98] loss=0.89 avg=1.42
[39668 | 30265.53] loss=0.17 avg=1.40
[39669 | 30267.07] loss=0.40 avg=1.39
[39670 | 30268.62] loss=2.35 avg=1.40
[39671 | 30270.16] loss=0.12 avg=1.39
[39672 | 30271.71] loss=1.39 avg=1.39
[39673 | 30273.25] loss=0.76 avg=1.38
[39674 | 30274.79] loss=1.39 avg=1.38
[39675 | 30276.33] loss=3.23 avg=1.40
[39676 | 30277.88] loss=0.39 avg=1.39
[39677 | 30279.42] loss=2.03 avg=1.40
[39678 | 30280.97] loss=1.38 avg=1.40
[39679 | 30282.51] loss=0.33 avg=1.39
[39680 | 30284.06] loss=1.35 avg=1.39
[39681 | 30285.61] loss=0.39 avg=1.38
[39682 | 30287.16] loss=3.74 avg=1.40
[39683 | 30288.70] loss=0.22 avg=1.39
[39684 | 30290.24] loss=4.13 avg=1.42
[39685 | 30291.78] loss=1.72 avg=1.42
[39686 | 30293.33] loss=2.78 avg=1.43
[39687 | 30294.88] loss=1.49 avg=1.43
[39688 | 30296.43] loss=0.21 avg=1.42
[39689 | 30297.97] loss=0.65 avg=1.41
[39690 | 30299.52] loss=0.36 avg=1.40
[39691 | 30301.06] loss=0.22 avg=1.39
[39692 | 30302.61] loss=0.59 avg=1.38
[39693 | 30304.16] loss=3.01 avg=1.40
[39694 | 30305.70] loss=2.30 avg=1.41
[39695 | 30307.24] loss=3.91 avg=1.43
[39696 | 30308.79] loss=0.72 avg=1.43
[39697 | 30310.33] loss=0.67 avg=1.42
[39698 | 30311.88] loss=0.32 avg=1.41
[39699 | 30313.43] loss=0.72 avg=1.40
[39700 | 30314.97] loss=3.15 avg=1.42
